category,image,human_entropy,human_center_distance,human_num_peaks
Affective,019,6.174747943878174,320.30369073340125,1
Affective,021,6.232079029083252,304.1303762414975,2
Affective,023,6.242156982421875,216.18192301479098,9
Affective,025,6.163946628570557,336.1606869098521,5
Affective,027,6.198606014251709,293.2491985958262,4
Affective,029,6.224456787109375,363.873182464124,3
Affective,031,6.141989707946777,247.80809986323152,5
Affective,033,6.193358898162842,253.4196891336823,5
Affective,035,6.048906326293945,178.95289657801888,2
Affective,037,6.014743328094482,279.2324072629424,1
Affective,039,6.177417278289795,202.14632719080055,9
Affective,041,5.982633590698242,217.5245367129705,4
Affective,043,6.017915725708008,320.01234571121654,1
Affective,045,6.119537353515625,371.13817692345725,4
Affective,047,6.024179935455322,300.93628505287217,8
Affective,049,6.039705276489258,277.2204732972212,3
Affective,051,6.174745082855225,377.64748814310485,7
Affective,053,6.216773509979248,344.5164991790678,6
Affective,055,6.203826904296875,235.30969698159302,5
Affective,057,6.099454879760742,227.48340542506523,1
Affective,059,6.261991500854492,257.4364256598627,2
Affective,061,6.254590034484863,320.02916396623766,2
Affective,063,6.234601974487305,191.05228945652067,4
Affective,065,6.198604106903076,178.63283397205853,3
Affective,067,6.030421257019043,219.07559399411033,4
Affective,069,6.190704822540283,174.8674720456787,3
Affective,071,6.163948059082031,205.68651195998456,2
Affective,073,6.2141876220703125,268.157729482368,2
Affective,075,6.102352619171143,305.5193441177404,2
Affective,077,6.264437675476074,362.48812218994124,6
Affective,079,6.161221027374268,221.14636371893633,3
Affective,081,6.024182319641113,162.67335909353326,5
Affective,083,6.0020294189453125,250.8679524648287,1
Affective,085,6.021040439605713,167.96949745150744,6
Affective,087,6.21419095993042,347.75056023415215,1
Affective,089,6.177417755126953,295.67251865925994,10
Affective,091,6.232080459594727,228.1281984416742,8
Affective,093,6.219345569610596,221.37386765889664,5
Affective,095,5.995594024658203,176.25255768436423,3
Affective,097,6.364469051361084,224.22174040109854,3
Affective,099,6.288639545440674,465.74678711639785,1
Affective,101,6.321534156799316,250.6428696239191,1
Affective,103,6.221895694732666,246.09844264512773,1
Affective,105,6.110973834991455,188.7609075198998,1
Affective,107,6.229541778564453,347.1352736966037,1
Affective,109,6.1854119300842285,225.11785791699742,1
Affective,111,5.956139087677002,238.9114584902248,2
Affective,113,6.182762145996094,154.40177388557552,4
Affective,115,6.19860315322876,249.48532179757024,3
Affective,117,5.969470500946045,200.29525650834404,3
Affective,119,5.918527126312256,195.7573185181602,5
Affective,121,6.2446746826171875,274.3211343087944,2
Affective,123,6.293393611907959,375.00910930757016,4
Affective,125,6.221900463104248,252.21887888546007,2
Affective,127,6.249640464782715,297.2930118653862,4
Affective,129,6.139208793640137,196.03079764672475,6
Affective,131,6.099454402923584,190.79689240025925,2
Affective,133,6.125195026397705,201.26925093143598,2
Affective,135,6.0848541259765625,262.36084360139944,6
Affective,137,6.113828182220459,298.6797668326165,1
Affective,139,6.150283336639404,252.36728068993457,12
Affective,141,5.9527812004089355,282.9617944221177,5
Affective,143,5.972777366638184,413.89833510909733,2
Affective,145,6.07895040512085,231.1432008774174,6
Affective,147,6.113829135894775,345.62905101481493,6
Affective,149,6.147530555725098,169.12386761467965,3
Affective,151,6.144761085510254,291.7130219198031,5
Affective,153,6.128011703491211,291.84299914741223,6
Affective,155,6.3005266189575195,363.51743062353734,7
Affective,157,6.0730133056640625,224.69600807035064,6
Affective,159,6.182760715484619,261.44209172571414,2
Affective,161,6.166653633117676,295.30278897692335,2
Affective,163,6.172050476074219,196.71763266094624,4
Affective,165,6.087777614593506,240.6601851324887,2
Affective,167,6.1109771728515625,335.273835864688,8
Affective,169,6.119532585144043,272.0942632494981,3
Affective,171,6.237122058868408,396.8742421859957,6
Affective,173,6.081905841827393,219.06253684503812,5
Affective,175,6.2270050048828125,231.25979015405926,2
Affective,177,6.163950443267822,188.84527014294534,6
Affective,179,5.942634582519531,161.55874998090607,2
Affective,181,6.2193474769592285,401.4215687749282,1
Affective,183,6.150279521942139,368.8991542790616,1
Affective,185,6.141997814178467,295.82107105137175,2
Affective,187,6.269327163696289,437.05538837446426,1
Affective,189,6.087786674499512,305.96068461892827,1
Affective,191,6.067039966583252,177.33473979407196,1
Affective,193,6.298147201538086,302.26303773698095,2
Affective,195,6.211605072021484,260.77864535152065,1
Affective,197,6.0907135009765625,234.20781886847578,6
Affective,199,6.22954797744751,297.9219499606028,4
Art,001,6.166653156280518,276.91685944577165,5
Art,003,5.918529987335205,256.7740634131941,10
Art,005,5.875764846801758,235.51821236052558,5
Art,007,6.163945198059082,300.20574500167953,2
Art,009,6.166654586791992,284.79641552160695,4
Art,011,6.232080936431885,356.06178379782926,4
Art,013,6.122375011444092,381.54186226491686,3
Art,015,6.252127647399902,301.0522955985445,2
Art,017,6.07301139831543,315.37785393213244,7
Art,019,6.139211177825928,304.8818656866962,5
Art,021,6.188068866729736,274.4353403305004,1
Art,023,6.07301664352417,243.2947272448336,3
Art,025,6.155765533447266,335.4634714417942,5
Art,027,6.242153167724609,222.21696658940868,2
Art,029,6.19335412979126,261.0942873239026,4
Art,031,5.911532402038574,231.38458647593328,1
Art,033,6.048905849456787,184.5058480836033,2
Art,035,5.823410511016846,354.61950554997713,1
Art,037,6.105234146118164,279.64343306672737,6
Art,039,6.166656494140625,209.13126478626887,3
Art,041,6.096554279327393,254.37376140207232,1
Art,043,6.0877814292907715,305.67850329487163,2
Art,045,5.998807907104492,315.1509368881804,1
Art,047,6.1392059326171875,319.2166484082231,2
Art,049,6.039702415466309,249.39078559174683,1
Art,051,6.305224418640137,209.82515151987153,14
Art,053,6.182764053344727,312.3723366922535,2
Art,055,6.226984024047852,327.11976754758626,3
Art,057,6.319209098815918,346.6788344234073,12
Art,059,6.283839702606201,366.879282423513,4
Art,061,6.158495903015137,299.26134676941524,3
Art,063,6.039701461791992,248.6727465808718,1
Art,065,6.203821659088135,360.8772676341164,17
Art,067,6.125199794769287,228.27434464102447,7
Art,069,6.122373580932617,295.1015185223158,11
Art,071,6.113824844360352,243.92336977755454,9
Art,073,6.002024173736572,315.7187015350876,4
Art,075,6.166655540466309,327.4374140354994,2
Art,077,6.090715408325195,174.27289823339927,7
Art,079,6.008399963378906,250.60209302057368,7
Art,081,6.2446722984313965,260.3062350881336,1
Art,083,6.242154121398926,339.5698550933981,3
Art,085,6.093630313873291,198.33483628083678,6
Art,087,6.08485746383667,228.48593696657846,3
Art,089,6.229549407958984,318.4275564724901,3
Art,091,6.274191379547119,242.8788892007052,6
Art,093,6.130819320678711,232.5954644759886,2
Art,095,6.166654586791992,291.17671352160806,5
Art,097,6.153036594390869,297.5182002338491,6
Art,099,6.113831996917725,284.58795838622524,15
Art,101,6.180088520050049,348.4095791529518,1
Art,103,6.239645481109619,307.7327848034888,1
Art,105,6.229549884796143,339.9962039033424,1
Art,107,6.1336350440979,240.26485392315044,1
Art,109,6.014741897583008,330.8747012051495,1
Art,111,5.962820529937744,196.21454090663374,1
Art,113,6.0427775382995605,261.53159430991013,11
Art,115,6.030426025390625,235.73344216303659,8
Art,117,6.1419854164123535,271.3126285392021,2
Art,119,6.008405685424805,218.970789860479,5
Art,121,6.105237007141113,183.0100519695844,4
Art,123,6.177413463592529,353.7833352626764,6
Art,125,6.133635997772217,185.73895471910464,4
Art,127,6.216765880584717,262.33319057800253,2
Art,129,6.014740943908691,221.14264369245794,1
Art,131,6.206440448760986,284.8664519011952,7
Art,133,6.002026081085205,227.882603954236,5
Art,135,5.886636257171631,192.25828448520022,4
Art,137,6.030418872833252,278.06573926298654,1
Art,139,6.048904895782471,333.89572036508406,5
Art,141,5.904473781585693,198.8052427982538,4
Art,143,5.897380828857422,295.9997749585904,4
Art,145,5.998809337615967,199.9669827218451,1
Art,147,6.033514022827148,289.0574983616205,2
Art,149,5.90800666809082,247.2452728057174,3
Art,151,6.116701602935791,302.8565777749428,8
Art,153,6.128015041351318,244.89183217311165,5
Art,155,6.048905372619629,196.64879994117754,6
Art,157,6.188070297241211,292.3803629048798,4
Art,159,6.122374057769775,268.6683024118707,10
Art,161,6.07004451751709,323.17854159364805,2
Art,163,5.962821006774902,350.03389982462664,7
Art,165,6.147524356842041,290.4585704678884,2
Art,167,6.221897602081299,229.68636286782802,2
Art,169,5.998804092407227,278.53600608408874,5
Art,171,6.090721607208252,362.9876097990402,8
Art,173,5.966158390045166,324.36840342361324,2
Art,175,6.158491134643555,347.438360225043,7
Art,177,6.014743328094482,280.59758795501693,1
Art,179,6.014747619628906,321.9988806457446,3
Art,181,5.989130020141602,255.7504095057676,3
Art,183,6.144758224487305,342.7528075811156,2
Art,185,6.193354606628418,411.56214632101427,1
Art,187,6.177414894104004,327.38659090869885,1
Art,189,6.163943290710449,228.99525022808524,3
Art,191,6.119528293609619,243.38214973612054,4
Art,193,6.014739990234375,259.34091451495146,2
Art,195,5.959482669830322,224.96542786040104,5
Art,197,6.054995059967041,220.52565865234678,4
Art,199,6.180091381072998,308.1608530205013,11
BlackWhite,001,6.09363317489624,247.23660335171215,7
BlackWhite,003,6.169365882873535,306.41525058692946,5
BlackWhite,005,5.857387542724609,230.67201776229868,3
BlackWhite,007,5.918531894683838,309.1688627489009,5
BlackWhite,009,6.195988178253174,353.68670061054786,8
BlackWhite,011,6.058021545410156,243.78907107268344,3
BlackWhite,013,6.17204475402832,356.94804730934794,3
BlackWhite,015,6.158498764038086,361.45751379374366,6
BlackWhite,017,6.188072681427002,248.95042369621825,2
BlackWhite,019,6.139222145080566,294.5512093688377,5
BlackWhite,021,6.247143745422363,341.8594899932019,3
BlackWhite,023,6.209022521972656,334.192241100925,5
BlackWhite,025,6.206441402435303,288.06119192569633,4
BlackWhite,027,6.17205286026001,233.91033691474425,3
BlackWhite,029,6.185414791107178,187.88119767473148,3
BlackWhite,031,6.075995922088623,225.64020634315693,3
BlackWhite,033,6.166652202606201,322.61830255248583,4
BlackWhite,035,6.188075065612793,217.03639461028567,1
BlackWhite,037,6.130828380584717,284.040489474523,2
BlackWhite,039,6.274200916290283,297.5622160835533,1
BlackWhite,041,6.203826427459717,289.3132271012668,6
BlackWhite,043,6.078959941864014,259.5001019604375,7
BlackWhite,045,6.113834381103516,286.6230330483584,1
BlackWhite,047,6.242157459259033,276.29803511256335,2
BlackWhite,049,6.12802267074585,294.20189219837755,2
BlackWhite,051,6.169361114501953,229.7376299245558,2
BlackWhite,053,6.1308274269104,236.98420898479506,2
BlackWhite,055,6.198602676391602,336.3754257008414,5
BlackWhite,057,6.211615562438965,361.38399088677727,5
BlackWhite,059,6.193358898162842,287.6187444439681,5
BlackWhite,061,6.247145652770996,260.9594532087805,5
BlackWhite,063,6.054993629455566,275.1937871151122,6
BlackWhite,065,6.161214828491211,297.8652985552941,7
BlackWhite,067,6.291024208068848,221.20261011016018,2
BlackWhite,069,6.125191688537598,263.4785095773217,7
BlackWhite,071,6.017912864685059,283.83365669395965,4
BlackWhite,073,6.161219596862793,283.6558926071143,1
BlackWhite,075,6.193352699279785,325.1720267338887,4
BlackWhite,077,6.133634090423584,261.15077267208426,1
BlackWhite,079,6.247139930725098,287.5883238607158,3
BlackWhite,081,6.169356346130371,292.28841922687997,4
BlackWhite,083,6.01790714263916,169.55018915181333,3
BlackWhite,085,6.180092811584473,297.3040972132511,2
BlackWhite,087,6.147525310516357,300.72951480492185,5
BlackWhite,089,6.150298118591309,337.59185544587314,2
BlackWhite,091,6.051952838897705,175.19782405561267,1
BlackWhite,093,6.073009967803955,253.0064918085679,8
BlackWhite,095,6.099451065063477,260.6105050642208,2
BlackWhite,097,6.061035633087158,217.45041879514847,5
BlackWhite,099,5.972777366638184,200.8310313234992,2
BlackWhite,101,5.969468593597412,209.87968342959581,1
BlackWhite,103,6.211613655090332,226.35761302709878,4
BlackWhite,105,6.102345943450928,240.75433106558782,1
BlackWhite,107,6.113826274871826,251.1295705652579,1
BlackWhite,109,6.147531986236572,242.15470678421647,1
BlackWhite,111,6.081905364990234,263.17756308148296,8
BlackWhite,113,5.946015357971191,196.42591074547386,5
BlackWhite,115,6.0489068031311035,226.76666799985574,3
BlackWhite,117,5.6378631591796875,188.36315088441017,7
BlackWhite,119,5.872126579284668,271.98313960989054,8
BlackWhite,121,5.8573832511901855,160.35090849893382,2
BlackWhite,123,6.1419901847839355,226.76932648675634,3
BlackWhite,125,5.998806953430176,198.74292327347672,2
BlackWhite,127,6.021036148071289,223.60071830134066,5
BlackWhite,129,6.122377395629883,205.95866798201374,3
BlackWhite,131,5.846189975738525,190.7510278678594,5
BlackWhite,133,5.8794074058532715,253.56227058850797,4
BlackWhite,135,5.908007621765137,197.64156133002183,6
BlackWhite,137,6.036620616912842,261.7232025559552,6
BlackWhite,139,5.976057529449463,205.73948153910231,3
BlackWhite,141,5.868460178375244,210.19473903842848,5
BlackWhite,143,5.985873222351074,221.20141629920312,5
BlackWhite,145,5.705136775970459,228.46713647241532,7
BlackWhite,147,5.819567680358887,166.9683472955395,3
BlackWhite,149,5.831063270568848,200.04240514461608,7
BlackWhite,151,5.979350566864014,180.57133332779753,2
BlackWhite,153,5.966161251068115,248.19244825559852,2
BlackWhite,155,6.024179458618164,204.39241370758353,6
BlackWhite,157,5.956134796142578,223.4291657176894,3
BlackWhite,159,5.83486795425415,148.38185506382777,2
BlackWhite,161,5.925472259521484,205.64216834710825,4
BlackWhite,163,6.110980033874512,235.56181192224594,4
BlackWhite,165,6.064052104949951,275.4391477287054,1
BlackWhite,167,6.042764186859131,272.73081642761673,4
BlackWhite,169,5.992372989654541,179.52897251784043,1
BlackWhite,171,6.133632183074951,230.21798527880253,2
BlackWhite,173,5.9561381340026855,196.96828877205502,2
BlackWhite,175,5.925470352172852,206.77105441922728,5
BlackWhite,177,6.045840263366699,230.95209086670152,3
BlackWhite,179,5.932369709014893,173.0079978246482,3
BlackWhite,181,6.096557140350342,304.81422754439933,1
BlackWhite,183,6.002020835876465,249.73096549961673,1
BlackWhite,185,6.058016300201416,227.08950765260548,2
BlackWhite,187,5.7921953201293945,262.9227039893797,4
BlackWhite,189,6.130824089050293,301.7691298187487,1
BlackWhite,191,6.070041656494141,271.0293579379861,3
BlackWhite,193,6.075989723205566,210.72209806030563,4
BlackWhite,195,5.846196174621582,216.77283134184503,4
BlackWhite,197,6.027295112609863,263.7675743867757,3
BlackWhite,199,5.759929180145264,132.2152994608932,1
Cartoon,001,6.2741923332214355,298.1319527706016,9
Cartoon,003,5.9826130867004395,357.66489358403,1
Cartoon,005,6.155766487121582,361.94133232259765,3
Cartoon,007,6.128006458282471,397.9724399385566,10
Cartoon,009,6.141987323760986,231.33738525902302,7
Cartoon,011,6.286240577697754,300.02868129716376,12
Cartoon,013,6.078951358795166,232.43844914428433,3
Cartoon,015,6.257084846496582,419.849981131218,3
Cartoon,017,6.1081223487854,268.8702219947531,8
Cartoon,019,6.113836288452148,312.6912484015646,4
Cartoon,021,6.188067436218262,248.94876410664568,1
Cartoon,023,6.281442642211914,365.9547974340623,5
Cartoon,025,6.155775547027588,438.1261852341747,4
Cartoon,027,6.234608173370361,378.95822196722725,3
Cartoon,029,6.193358421325684,273.95501284117455,4
Cartoon,031,6.23711633682251,268.6814970991198,2
Cartoon,033,6.090722560882568,267.1517400067152,5
Cartoon,035,6.075987339019775,307.044395670825,9
Cartoon,037,6.139214038848877,357.5590665030452,3
Cartoon,039,6.174745559692383,267.36012436340695,3
Cartoon,041,6.182758331298828,249.66926532119248,4
Cartoon,043,5.989127159118652,276.2872630147419,6
Cartoon,045,6.08190393447876,309.30563743273035,2
Cartoon,047,6.096556663513184,264.34496416772134,4
Cartoon,049,5.966161727905273,249.67945890455883,3
Cartoon,051,6.279019355773926,389.3527491526097,7
Cartoon,053,6.254590034484863,199.24552515355956,1
Cartoon,055,6.2668914794921875,265.7416374364919,11
Cartoon,057,6.2862372398376465,428.6340124907824,5
Cartoon,059,6.279016494750977,333.79334082960236,8
Cartoon,061,6.177417755126953,352.70180736382014,1
Cartoon,063,6.054994583129883,226.3778846802717,1
Cartoon,065,6.180091381072998,261.7494225227786,2
Cartoon,067,6.147530555725098,226.10755097306807,4
Cartoon,069,6.075990676879883,272.1611253633198,3
Cartoon,071,6.163946151733398,302.1736329913695,8
Cartoon,073,6.158484935760498,327.6004130948333,7
Cartoon,075,6.224452018737793,353.7252401985416,5
Cartoon,077,6.169356346130371,355.9030595228507,2
Cartoon,079,6.286253929138184,273.80736207301373,5
Cartoon,081,6.344357967376709,353.01273634446005,4
Cartoon,083,6.0397047996521,453.6444481352995,9
Cartoon,085,6.1530351638793945,346.0462312584854,2
Cartoon,087,6.1854047775268555,302.0513921820782,2
Cartoon,089,6.081908226013184,242.64398798062402,2
Cartoon,091,6.203830718994141,323.8884630864022,3
Cartoon,093,6.130828857421875,241.41244139783004,3
Cartoon,095,6.182758331298828,204.81199845553087,5
Cartoon,097,6.136422634124756,259.4484037482617,4
Cartoon,099,6.193360805511475,318.9839169987648,3
Cartoon,101,5.853660583496094,329.6193332807518,1
Cartoon,103,6.211600303649902,285.60824709931865,1
Cartoon,105,6.096548557281494,314.3482674720648,1
Cartoon,107,6.348874092102051,274.60738894274004,1
Cartoon,109,6.2038254737854,462.4023718037081,1
Cartoon,111,6.108121395111084,381.40802262783615,11
Cartoon,113,6.1419878005981445,309.8808953588866,1
Cartoon,115,6.078945636749268,319.0127921216697,3
Cartoon,117,6.081904411315918,319.57215029860714,5
Cartoon,119,6.045841217041016,266.5993906846378,5
Cartoon,121,6.172045707702637,325.19391462024527,4
Cartoon,123,6.249644756317139,321.25988973112584,1
Cartoon,125,6.1251983642578125,366.3460615313984,5
Cartoon,127,6.254584789276123,401.53889386684386,7
Cartoon,129,6.161218643188477,297.0960780770961,1
Cartoon,131,6.0241804122924805,214.87129963861335,3
Cartoon,133,6.048902988433838,382.99364055706985,5
Cartoon,135,6.110974311828613,236.35800338064337,3
Cartoon,137,6.021036148071289,295.55529812855855,3
Cartoon,139,6.0488996505737305,269.3873243147794,3
Cartoon,141,6.061031818389893,255.92669292039284,6
Cartoon,143,5.9694647789001465,272.8265649165449,1
Cartoon,145,6.177409648895264,334.47346142388415,7
Cartoon,147,5.939207553863525,245.79741892918625,2
Cartoon,149,5.73081111907959,243.83582548186817,3
Cartoon,151,6.021030902862549,401.91202997608474,6
Cartoon,153,6.054992198944092,369.0890998557236,3
Cartoon,155,6.203825950622559,339.99481998336574,1
Cartoon,157,6.087779998779297,291.9985668039416,4
Cartoon,159,5.9955878257751465,300.5833209989563,13
Cartoon,161,6.096549987792969,266.7303813972875,6
Cartoon,163,6.2790207862854,343.789970741251,5
Cartoon,165,6.261994361877441,307.6035253854256,1
Cartoon,167,6.139206886291504,370.9556685330382,5
Cartoon,169,6.293391227722168,335.4751871121007,7
Cartoon,171,6.274193286895752,343.0809518930027,6
Cartoon,173,6.2038254737854,295.24163013704856,3
Cartoon,175,6.078954219818115,317.1866235688973,4
Cartoon,177,6.150298595428467,352.86622467630445,4
Cartoon,179,6.216768264770508,338.37361512621453,6
Cartoon,181,6.254588603973389,427.2768835446244,1
Cartoon,183,6.224451541900635,260.8377928416152,6
Cartoon,185,6.279025554656982,370.3857335922105,1
Cartoon,187,6.150275707244873,401.53867819854156,1
Cartoon,189,6.045840740203857,355.97948988497217,1
Cartoon,191,6.102345943450928,360.52826296504725,4
Cartoon,193,6.039707183837891,267.74368773742384,18
Cartoon,195,6.237117767333984,407.67315138677037,2
Cartoon,197,6.036614894866943,343.19715638828853,9
Cartoon,199,5.952779293060303,391.39336441339555,10
Fractal,001,5.928931713104248,230.7183455437667,1
Fractal,003,5.969466686248779,253.98178104444412,4
Fractal,005,5.842430591583252,238.7254814500282,2
Fractal,007,6.027294158935547,270.81697371875396,3
Fractal,009,5.886636257171631,344.78184463893535,2
Fractal,011,6.081906318664551,335.36657582540687,3
Fractal,013,6.102351188659668,197.01942816151382,3
Fractal,015,6.119534015655518,206.31678597952637,1
Fractal,017,6.119527339935303,243.14886668063247,2
Fractal,019,5.985875606536865,194.33686512932658,1
Fractal,021,6.002025604248047,281.8258076538855,1
Fractal,023,6.002026081085205,247.78912532312182,2
Fractal,025,6.1502814292907715,251.77660064684582,3
Fractal,027,6.12519645690918,242.86366798059763,5
Fractal,029,5.952785491943359,268.06894014515046,2
Fractal,031,6.033517837524414,233.89302618890937,6
Fractal,033,5.935801029205322,240.06780007688636,1
Fractal,035,6.014742851257324,233.40571828348044,3
Fractal,037,6.0730085372924805,248.23435876673858,6
Fractal,039,6.030416488647461,245.63622040756923,2
Fractal,041,6.008406162261963,288.9135278628726,3
Fractal,043,6.024181842803955,289.6818433694487,8
Fractal,045,5.897378444671631,244.51902511457598,1
Fractal,047,6.070043087005615,242.3746724884072,3
Fractal,049,5.6607985496521,332.7283502401949,2
Fractal,051,5.932363033294678,197.50205348874243,3
Fractal,053,6.172048568725586,306.4581599216584,2
Fractal,055,6.177413463592529,224.1077705692968,1
Fractal,057,6.130820274353027,258.3398863537652,4
Fractal,059,6.093636989593506,195.00086342563867,3
Fractal,061,6.108124732971191,177.72993752897625,3
Fractal,063,6.232080936431885,247.11101285397694,2
Fractal,065,5.893814563751221,206.5307881116095,5
Fractal,067,6.147524833679199,309.47026104250585,1
Fractal,069,6.048903942108154,217.0720919332298,5
Fractal,071,6.093628883361816,258.2608358402805,3
Fractal,073,5.908009052276611,208.8306743052313,8
Fractal,075,6.090710639953613,246.94248348990422,1
Fractal,077,6.039704322814941,276.5386983966168,8
Fractal,079,6.150278568267822,346.30344516373674,1
Fractal,081,6.125197410583496,240.6602745569698,1
Fractal,083,6.081904411315918,273.3534252668884,1
Fractal,085,6.125193119049072,234.6326125592632,4
Fractal,087,6.139209270477295,279.4743416149562,5
Fractal,089,6.024180889129639,229.74211286511294,2
Fractal,091,6.1109771728515625,210.34025349338518,8
Fractal,093,6.174745082855225,228.15946708237698,2
Fractal,095,5.9694671630859375,257.07284382396,7
Fractal,097,6.081909656524658,288.17596363579605,7
Fractal,099,6.161229133605957,309.75623089738434,5
Fractal,101,6.1023430824279785,304.10794723273665,1
Fractal,103,6.04277229309082,246.63442618354887,6
Fractal,105,6.075992107391357,320.2154894256996,1
Fractal,107,6.045841693878174,304.5181026549951,3
Fractal,109,6.150296688079834,279.0760077377969,1
Fractal,111,5.8573808670043945,200.950147895678,6
Fractal,113,5.985877990722656,196.58982918929186,1
Fractal,115,6.078950881958008,301.13941014391634,3
Fractal,117,5.976058006286621,276.2419803763849,2
Fractal,119,6.078951358795166,259.3236297818224,3
Fractal,121,6.09071159362793,296.1959477349966,1
Fractal,123,6.13920783996582,276.5940572002619,3
Fractal,125,6.067043304443359,233.41582020910545,4
Fractal,127,6.005216121673584,240.99935442478457,4
