model_name,category,threshold_ratio,neighborhood,mean_model_num_peaks
deepgazeiie,Cartoon,0.6,25,10.514285714285714
deepgazeiie,Cartoon,0.6,35,10.4
deepgazeiie,Cartoon,0.7,15,8.4
deepgazeiie,Cartoon,0.7,25,8.228571428571428
deepgazeiie,Cartoon,0.7,35,8.114285714285714
deepgazeiie,Fractal,0.5,15,12.714285714285714
deepgazeiie,Fractal,0.5,25,12.228571428571428
deepgazeiie,Fractal,0.5,35,12.057142857142857
deepgazeiie,Fractal,0.6,15,9.028571428571428
deepgazeiie,Fractal,0.6,25,8.914285714285715
deepgazeiie,Fractal,0.6,35,8.914285714285715
deepgazeiie,Fractal,0.7,15,6.9714285714285715
deepgazeiie,Fractal,0.7,25,6.857142857142857
deepgazeiie,Fractal,0.7,35,6.857142857142857
deepgazeiie,Indoor,0.5,15,13.085714285714285
deepgazeiie,Indoor,0.5,25,12.8
deepgazeiie,Indoor,0.5,35,12.685714285714285
deepgazeiie,Indoor,0.6,15,10.914285714285715
deepgazeiie,Indoor,0.6,25,10.628571428571428
deepgazeiie,Indoor,0.6,35,10.514285714285714
deepgazeiie,Indoor,0.7,15,8.457142857142857
deepgazeiie,Indoor,0.7,25,8.342857142857143
deepgazeiie,Indoor,0.7,35,8.342857142857143
deepgazeiie,Inverted,0.5,15,12.228571428571428
deepgazeiie,Inverted,0.5,25,11.885714285714286
deepgazeiie,Inverted,0.5,35,11.771428571428572
deepgazeiie,Inverted,0.6,15,10.114285714285714
deepgazeiie,Inverted,0.6,25,9.82857142857143
deepgazeiie,Inverted,0.6,35,9.714285714285714
deepgazeiie,Inverted,0.7,15,8.057142857142857
deepgazeiie,Inverted,0.7,25,7.771428571428571
deepgazeiie,Inverted,0.7,35,7.6571428571428575
deepgazeiie,Jumbled,0.5,15,13.82857142857143
deepgazeiie,Jumbled,0.5,25,13.142857142857142
deepgazeiie,Jumbled,0.5,35,13.028571428571428
deepgazeiie,Jumbled,0.6,15,9.714285714285714
deepgazeiie,Jumbled,0.6,25,9.371428571428572
deepgazeiie,Jumbled,0.6,35,9.257142857142858
deepgazeiie,Jumbled,0.7,15,8.4
deepgazeiie,Jumbled,0.7,25,8.228571428571428
deepgazeiie,Jumbled,0.7,35,8.114285714285714
deepgazeiie,LineDrawing,0.5,15,12.342857142857143
deepgazeiie,LineDrawing,0.5,25,12.0
deepgazeiie,LineDrawing,0.5,35,12.0
deepgazeiie,LineDrawing,0.6,15,9.542857142857143
deepgazeiie,LineDrawing,0.6,25,9.371428571428572
deepgazeiie,LineDrawing,0.6,35,9.371428571428572
deepgazeiie,LineDrawing,0.7,15,7.6571428571428575
deepgazeiie,LineDrawing,0.7,25,7.542857142857143
deepgazeiie,LineDrawing,0.7,35,7.542857142857143
deepgazeiie,LowResolution,0.5,15,10.571428571428571
deepgazeiie,LowResolution,0.5,25,10.17142857142857
deepgazeiie,LowResolution,0.5,35,10.114285714285714
deepgazeiie,LowResolution,0.6,15,8.971428571428572
deepgazeiie,LowResolution,0.6,25,8.685714285714285
deepgazeiie,LowResolution,0.6,35,8.685714285714285
deepgazeiie,LowResolution,0.7,15,6.685714285714286
deepgazeiie,LowResolution,0.7,25,6.514285714285714
deepgazeiie,LowResolution,0.7,35,6.514285714285714
deepgazeiie,Noisy,0.5,15,11.942857142857143
deepgazeiie,Noisy,0.5,25,11.885714285714286
deepgazeiie,Noisy,0.5,35,11.885714285714286
deepgazeiie,Noisy,0.6,15,9.428571428571429
deepgazeiie,Noisy,0.6,25,9.371428571428572
deepgazeiie,Noisy,0.6,35,9.371428571428572
deepgazeiie,Noisy,0.7,15,8.057142857142857
deepgazeiie,Noisy,0.7,25,8.0
deepgazeiie,Noisy,0.7,35,8.0
deepgazeiie,Object,0.5,15,11.885714285714286
deepgazeiie,Object,0.5,25,11.314285714285715
deepgazeiie,Object,0.5,35,11.2
deepgazeiie,Object,0.6,15,9.542857142857143
deepgazeiie,Object,0.6,25,9.257142857142858
deepgazeiie,Object,0.6,35,9.142857142857142
deepgazeiie,Object,0.7,15,7.371428571428571
deepgazeiie,Object,0.7,25,7.085714285714285
deepgazeiie,Object,0.7,35,6.9714285714285715
deepgazeiie,OutdoorManMade,0.5,15,10.971428571428572
deepgazeiie,OutdoorManMade,0.5,25,10.857142857142858
deepgazeiie,OutdoorManMade,0.5,35,10.8
deepgazeiie,OutdoorManMade,0.6,15,9.028571428571428
deepgazeiie,OutdoorManMade,0.6,25,9.028571428571428
deepgazeiie,OutdoorManMade,0.6,35,8.971428571428572
deepgazeiie,OutdoorManMade,0.7,15,7.2
deepgazeiie,OutdoorManMade,0.7,25,7.2
deepgazeiie,OutdoorManMade,0.7,35,7.142857142857143
deepgazeiie,OutdoorNatural,0.5,15,14.628571428571428
deepgazeiie,OutdoorNatural,0.5,25,13.714285714285714
deepgazeiie,OutdoorNatural,0.5,35,13.371428571428572
deepgazeiie,OutdoorNatural,0.6,15,12.057142857142857
deepgazeiie,OutdoorNatural,0.6,25,11.428571428571429
deepgazeiie,OutdoorNatural,0.6,35,11.142857142857142
deepgazeiie,OutdoorNatural,0.7,15,9.542857142857143
deepgazeiie,OutdoorNatural,0.7,25,9.142857142857142
deepgazeiie,OutdoorNatural,0.7,35,8.971428571428572
deepgazeiie,Pattern,0.5,15,18.4
deepgazeiie,Pattern,0.5,25,18.17142857142857
deepgazeiie,Pattern,0.5,35,17.942857142857143
deepgazeiie,Pattern,0.6,15,14.514285714285714
deepgazeiie,Pattern,0.6,25,14.285714285714286
deepgazeiie,Pattern,0.6,35,14.114285714285714
deepgazeiie,Pattern,0.7,15,11.771428571428572
deepgazeiie,Pattern,0.7,25,11.542857142857143
deepgazeiie,Pattern,0.7,35,11.371428571428572
deepgazeiie,Random,0.5,15,10.8
deepgazeiie,Random,0.5,25,10.4
deepgazeiie,Random,0.5,35,10.228571428571428
deepgazeiie,Random,0.6,15,9.657142857142857
deepgazeiie,Random,0.6,25,9.257142857142858
deepgazeiie,Random,0.6,35,9.085714285714285
deepgazeiie,Random,0.7,15,8.17142857142857
deepgazeiie,Random,0.7,25,7.771428571428571
deepgazeiie,Random,0.7,35,7.6
deepgazeiie,Satelite,0.5,15,15.314285714285715
deepgazeiie,Satelite,0.5,25,14.742857142857142
deepgazeiie,Satelite,0.5,35,14.514285714285714
deepgazeiie,Satelite,0.6,15,12.0
deepgazeiie,Satelite,0.6,25,11.428571428571429
deepgazeiie,Satelite,0.6,35,11.2
deepgazeiie,Satelite,0.7,15,10.057142857142857
deepgazeiie,Satelite,0.7,25,9.714285714285714
deepgazeiie,Satelite,0.7,35,9.6
deepgazeiie,Sketch,0.5,15,11.2
deepgazeiie,Sketch,0.5,25,10.971428571428572
deepgazeiie,Sketch,0.5,35,10.8
deepgazeiie,Sketch,0.6,15,8.342857142857143
deepgazeiie,Sketch,0.6,25,8.228571428571428
deepgazeiie,Sketch,0.6,35,8.057142857142857
deepgazeiie,Sketch,0.7,15,6.857142857142857
deepgazeiie,Sketch,0.7,25,6.742857142857143
deepgazeiie,Sketch,0.7,35,6.571428571428571
deepgazeiie,Social,0.5,15,10.342857142857143
deepgazeiie,Social,0.5,25,10.285714285714286
deepgazeiie,Social,0.5,35,10.17142857142857
deepgazeiie,Social,0.6,15,8.4
deepgazeiie,Social,0.6,25,8.342857142857143
deepgazeiie,Social,0.6,35,8.228571428571428
deepgazeiie,Social,0.7,15,6.9714285714285715
deepgazeiie,Social,0.7,25,6.9714285714285715
deepgazeiie,Social,0.7,35,6.857142857142857
samresnet,Action,0.5,15,50.44
samresnet,Action,0.5,25,50.44
samresnet,Action,0.5,35,50.44
samresnet,Action,0.6,15,50.44
samresnet,Action,0.6,25,50.44
samresnet,Action,0.6,35,50.44
samresnet,Action,0.7,15,50.44
samresnet,Action,0.7,25,50.44
samresnet,Action,0.7,35,50.44
samresnet,Affective,0.5,15,53.5
samresnet,Affective,0.5,25,53.5
samresnet,Affective,0.5,35,53.5
samresnet,Affective,0.6,15,53.5
samresnet,Affective,0.6,25,53.5
samresnet,Affective,0.6,35,53.5
samresnet,Affective,0.7,15,53.5
samresnet,Affective,0.7,25,53.5
samresnet,Affective,0.7,35,53.5
samresnet,Art,0.5,15,71.07
samresnet,Art,0.5,25,71.07
samresnet,Art,0.5,35,71.07
samresnet,Art,0.6,15,71.07
samresnet,Art,0.6,25,71.07
samresnet,Art,0.6,35,71.07
samresnet,Art,0.7,15,71.07
samresnet,Art,0.7,25,71.07
samresnet,Art,0.7,35,71.07
samresnet,BlackWhite,0.5,15,63.07
samresnet,BlackWhite,0.5,25,63.07
samresnet,BlackWhite,0.5,35,63.07
samresnet,BlackWhite,0.6,15,63.07
samresnet,BlackWhite,0.6,25,63.07
samresnet,BlackWhite,0.6,35,63.07
samresnet,BlackWhite,0.7,15,63.07
samresnet,BlackWhite,0.7,25,63.07
samresnet,BlackWhite,0.7,35,63.07
samresnet,Cartoon,0.5,15,75.42
samresnet,Cartoon,0.5,25,75.42
samresnet,Cartoon,0.5,35,75.42
samresnet,Cartoon,0.6,15,75.42
samresnet,Cartoon,0.6,25,75.42
samresnet,Cartoon,0.6,35,75.42
samresnet,Cartoon,0.7,15,75.42
samresnet,Cartoon,0.7,25,75.42
samresnet,Cartoon,0.7,35,75.42
samresnet,Fractal,0.5,15,85.26
samresnet,Fractal,0.5,25,85.26
samresnet,Fractal,0.5,35,85.26
samresnet,Fractal,0.6,15,85.26
samresnet,Fractal,0.6,25,85.26
samresnet,Fractal,0.6,35,85.26
samresnet,Fractal,0.7,15,85.26
samresnet,Fractal,0.7,25,85.26
samresnet,Fractal,0.7,35,85.26
samresnet,Indoor,0.5,15,82.77
samresnet,Indoor,0.5,25,82.77
samresnet,Indoor,0.5,35,82.77
samresnet,Indoor,0.6,15,82.77
samresnet,Indoor,0.6,25,82.77
samresnet,Indoor,0.6,35,82.77
samresnet,Indoor,0.7,15,82.77
samresnet,Indoor,0.7,25,82.77
samresnet,Indoor,0.7,35,82.77
samresnet,Inverted,0.5,15,89.41
samresnet,Inverted,0.5,25,89.41
samresnet,Inverted,0.5,35,89.41
samresnet,Inverted,0.6,15,89.41
samresnet,Inverted,0.6,25,89.41
samresnet,Inverted,0.6,35,89.41
samresnet,Inverted,0.7,15,89.41
samresnet,Inverted,0.7,25,89.41
samresnet,Inverted,0.7,35,89.41
samresnet,Jumbled,0.5,15,76.21
samresnet,Jumbled,0.5,25,76.21
samresnet,Jumbled,0.5,35,76.21
samresnet,Jumbled,0.6,15,76.21
samresnet,Jumbled,0.6,25,76.21
samresnet,Jumbled,0.6,35,76.21
samresnet,Jumbled,0.7,15,76.21
samresnet,Jumbled,0.7,25,76.21
samresnet,Jumbled,0.7,35,76.21
samresnet,LineDrawing,0.5,15,83.6
samresnet,LineDrawing,0.5,25,83.6
samresnet,LineDrawing,0.5,35,83.6
samresnet,LineDrawing,0.6,15,83.6
samresnet,LineDrawing,0.6,25,83.6
samresnet,LineDrawing,0.6,35,83.6
samresnet,LineDrawing,0.7,15,83.6
samresnet,LineDrawing,0.7,25,83.6
samresnet,LineDrawing,0.7,35,83.6
samresnet,LowResolution,0.5,15,82.42
samresnet,LowResolution,0.5,25,82.42
samresnet,LowResolution,0.5,35,82.42
samresnet,LowResolution,0.6,15,82.42
samresnet,LowResolution,0.6,25,82.42
samresnet,LowResolution,0.6,35,82.42
samresnet,LowResolution,0.7,15,82.42
samresnet,LowResolution,0.7,25,82.42
samresnet,LowResolution,0.7,35,82.42
samresnet,Noisy,0.5,15,78.58
samresnet,Noisy,0.5,25,78.58
samresnet,Noisy,0.5,35,78.58
samresnet,Noisy,0.6,15,78.58
samresnet,Noisy,0.6,25,78.58
samresnet,Noisy,0.6,35,78.58
samresnet,Noisy,0.7,15,78.58
samresnet,Noisy,0.7,25,78.58
samresnet,Noisy,0.7,35,78.58
samresnet,Object,0.5,15,69.55
samresnet,Object,0.5,25,69.55
samresnet,Object,0.5,35,69.55
samresnet,Object,0.6,15,69.55
samresnet,Object,0.6,25,69.55
samresnet,Object,0.6,35,69.55
samresnet,Object,0.7,15,69.55
samresnet,Object,0.7,25,69.55
samresnet,Object,0.7,35,69.55
samresnet,OutdoorManMade,0.5,15,74.94
samresnet,OutdoorManMade,0.5,25,74.94
samresnet,OutdoorManMade,0.5,35,74.94
samresnet,OutdoorManMade,0.6,15,74.94
samresnet,OutdoorManMade,0.6,25,74.94
samresnet,OutdoorManMade,0.6,35,74.94
samresnet,OutdoorManMade,0.7,15,74.94
samresnet,OutdoorManMade,0.7,25,74.94
samresnet,OutdoorManMade,0.7,35,74.94
samresnet,OutdoorNatural,0.5,15,66.51
samresnet,OutdoorNatural,0.5,25,66.51
samresnet,OutdoorNatural,0.5,35,66.51
samresnet,OutdoorNatural,0.6,15,66.51
samresnet,OutdoorNatural,0.6,25,66.51
samresnet,OutdoorNatural,0.6,35,66.51
samresnet,OutdoorNatural,0.7,15,66.51
samresnet,OutdoorNatural,0.7,25,66.51
samresnet,OutdoorNatural,0.7,35,66.51
samresnet,Pattern,0.5,15,80.99
samresnet,Pattern,0.5,25,80.99
samresnet,Pattern,0.5,35,80.99
samresnet,Pattern,0.6,15,80.99
samresnet,Pattern,0.6,25,80.99
samresnet,Pattern,0.6,35,80.99
samresnet,Pattern,0.7,15,80.99
samresnet,Pattern,0.7,25,80.99
samresnet,Pattern,0.7,35,80.99
samresnet,Random,0.5,15,72.13
samresnet,Random,0.5,25,72.13
samresnet,Random,0.5,35,72.13
samresnet,Random,0.6,15,72.13
samresnet,Random,0.6,25,72.13
samresnet,Random,0.6,35,72.13
samresnet,Random,0.7,15,72.13
samresnet,Random,0.7,25,72.13
samresnet,Random,0.7,35,72.13
samresnet,Satelite,0.5,15,88.73
samresnet,Satelite,0.5,25,88.73
samresnet,Satelite,0.5,35,88.73
samresnet,Satelite,0.6,15,88.73
samresnet,Satelite,0.6,25,88.73
samresnet,Satelite,0.6,35,88.73
samresnet,Satelite,0.7,15,88.73
samresnet,Satelite,0.7,25,88.73
samresnet,Satelite,0.7,35,88.73
samresnet,Sketch,0.5,15,65.68
samresnet,Sketch,0.5,25,65.68
samresnet,Sketch,0.5,35,65.68
samresnet,Sketch,0.6,15,65.68
samresnet,Sketch,0.6,25,65.68
samresnet,Sketch,0.6,35,65.68
samresnet,Sketch,0.7,15,65.68
samresnet,Sketch,0.7,25,65.68
samresnet,Sketch,0.7,35,65.68
samresnet,Social,0.5,15,40.33
samresnet,Social,0.5,25,40.33
samresnet,Social,0.5,35,40.33
samresnet,Social,0.6,15,40.33
samresnet,Social,0.6,25,40.33
samresnet,Social,0.6,35,40.33
samresnet,Social,0.7,15,40.33
samresnet,Social,0.7,25,40.33
samresnet,Social,0.7,35,40.33
