category,image_name,image_path
Object,005.jpg,data\Stimuli\Object\005.jpg
Object,007.jpg,data\Stimuli\Object\007.jpg
Object,009.jpg,data\Stimuli\Object\009.jpg
Object,011.jpg,data\Stimuli\Object\011.jpg
Object,013.jpg,data\Stimuli\Object\013.jpg
Object,015.jpg,data\Stimuli\Object\015.jpg
Object,017.jpg,data\Stimuli\Object\017.jpg
Object,019.jpg,data\Stimuli\Object\019.jpg
Object,021.jpg,data\Stimuli\Object\021.jpg
Object,023.jpg,data\Stimuli\Object\023.jpg
Object,025.jpg,data\Stimuli\Object\025.jpg
Object,027.jpg,data\Stimuli\Object\027.jpg
Object,029.jpg,data\Stimuli\Object\029.jpg
Object,031.jpg,data\Stimuli\Object\031.jpg
Object,033.jpg,data\Stimuli\Object\033.jpg
Object,035.jpg,data\Stimuli\Object\035.jpg
Object,037.jpg,data\Stimuli\Object\037.jpg
Object,039.jpg,data\Stimuli\Object\039.jpg
Object,041.jpg,data\Stimuli\Object\041.jpg
Object,043.jpg,data\Stimuli\Object\043.jpg
Object,045.jpg,data\Stimuli\Object\045.jpg
Object,047.jpg,data\Stimuli\Object\047.jpg
Object,049.jpg,data\Stimuli\Object\049.jpg
Object,051.jpg,data\Stimuli\Object\051.jpg
Object,053.jpg,data\Stimuli\Object\053.jpg
Object,055.jpg,data\Stimuli\Object\055.jpg
Object,057.jpg,data\Stimuli\Object\057.jpg
Object,059.jpg,data\Stimuli\Object\059.jpg
Object,061.jpg,data\Stimuli\Object\061.jpg
Object,063.jpg,data\Stimuli\Object\063.jpg
Object,065.jpg,data\Stimuli\Object\065.jpg
Object,067.jpg,data\Stimuli\Object\067.jpg
Object,069.jpg,data\Stimuli\Object\069.jpg
OutdoorManMade,001.jpg,data\Stimuli\OutdoorManMade\001.jpg
OutdoorManMade,003.jpg,data\Stimuli\OutdoorManMade\003.jpg
OutdoorManMade,005.jpg,data\Stimuli\OutdoorManMade\005.jpg
OutdoorManMade,007.jpg,data\Stimuli\OutdoorManMade\007.jpg
OutdoorManMade,009.jpg,data\Stimuli\OutdoorManMade\009.jpg
OutdoorManMade,011.jpg,data\Stimuli\OutdoorManMade\011.jpg
OutdoorManMade,013.jpg,data\Stimuli\OutdoorManMade\013.jpg
OutdoorManMade,015.jpg,data\Stimuli\OutdoorManMade\015.jpg
